FID,Cell_id,Cell_lat,BIO1MEAN,BIO10MEAN,BIO11MEAN,BIO12MEAN,BIO13MEAN,BIO14MEAN,BIO15MEAN,BIO16MEAN,BIO17MEAN,BIO18MEAN,BIO19MEAN,BIO2MEAN,BIO3MEAN,BIO4MEAN,BIO5MEAN,BIO6MEAN,BIO7MEAN,BIO8MEAN,BIO9MEAN,ElevMean
251,Cell_00468,59.1763,9.45648,6.4740701,23.8481998,759.3430176,25.1009007,-2.13148,27.2324009,11.9306002,4.0250001,19.2546005,0.957407,721.6119995,85.4481964,36.5369987,29.4249992,240.4830017,115.5410004,210.0559998,147.3119965,46.739399
252,Cell_00470,44.6805,14.4619999,9.8018503,29.1954002,901.1669922,33.165699,-0.436111,33.6018982,20.5786991,3.5324099,25.7406998,3.59167,443.6690063,56.7694016,23.4139004,25.3731003,146.8200073,79.6657028,134.6920013,80.0065002,31.4027996
253,Cell_00472,41.6805,14.875,11.2758999,34.1907005,802.7399902,33.2176018,0.253704,32.9639015,8.7583303,25.7166996,25.0046005,5.3786998,575.8410034,72.0074005,25.9824009,28.6879997,185.9409943,87.5537033,111.8389969,168.2310028,391.0140076
254,Cell_00473,44.1805,16.0249996,10.1129999,32.4574013,778.914978,33.767601,2.58056,31.1870003,13.6999998,21.3463001,25.8286991,6.8324099,799.2420044,102.2190018,43.2268982,23.6019001,259.9970093,153.5410004,157.1060028,187.0509949,220.1880035
255,Cell_00476,65.6766968,4.57407,5.10463,29.3157005,467.3009949,15.0138998,-2.40926,17.4230995,8.0453701,5.9027801,11.0629997,0.0592593,603.0269775,68.8647995,36.5861015,17.4981003,181.6860046,123.9209976,152.1210022,145.2070007,339.6900024
256,Cell_00479,50.6805,12.5777998,7.8814802,33.7518997,565.15802,26.4417,3.0416701,23.3999996,9.2592602,13.0193996,19.7675991,6.1092601,699.6240234,74.7425995,43.0806007,16.0499992,209.279007,148.3540039,157.6159973,176.1329956,28.6875
257,Cell_00481,56.1805,9.2342596,7.99259,27.1685009,800.7650146,26.0389004,-3.4879601,29.5268993,20.3630009,0.200926,19.3619995,-0.166667,695.9699707,77.5500031,36.9370003,22.2583008,223.5939941,125.4309998,223.5650024,141.2610016,105.1740036
258,Cell_00483,61.6805992,7.9527798,7.23704,25.4528008,757.4420166,24.0963001,-4.3786998,28.4750004,17.4601994,1.50278,17.8999996,-0.543519,674.7789917,78.2796021,34.6119995,27.1019001,220.5599976,114.1600037,211.8329926,135.6179962,47.5069008
259,Cell_00485,54.0205994,11.2444,6.7055602,28.5221996,632.6719971,24.9444008,1.45556,23.4888992,15.9666996,6.3277798,19.2166996,4,626.9110107,62.9721985,37.9721985,14.0333004,178.3829956,130.9170074,177.1829987,151.6670074,31.5909004
260,Cell_00486,71.0246964,1.05556,3.7,25.2777996,367.756012,9.0555601,-5.65556,14.7110996,1.61111,1.37778,6.0555601,-2.81111,928.6890259,102.8779984,47.9667015,22.7000008,285.4670105,163.5220032,231.0780029,237.7109985,182.4779968
261,Cell_00494,56.2972984,10.1794996,6.4820499,27.8717995,637.2050171,23.7821007,0.448718,23.3332996,6.57692,7.0384598,18.4948997,3.1666701,605.059021,65.7256012,35.9922981,19.1692009,185.3950043,115.9899979,149.6459961,153.451004,48.5881996
262,Cell_00497,54.1805,8.9879599,7.5583301,26.4008999,803.382019,24.8824005,-3.81111,28.6935005,18.5869999,-0.903704,18.9675999,-0.641667,666.3049927,80.2406998,38.0833015,24.0545998,224.822998,121.7919998,220.3950043,130.371994,193.75
263,Cell_00500,49.6805,9.9648199,8.3546305,31.5963001,684.1329956,25.6833,-0.867593,26.5508995,17.5555992,6.3370399,18.6380005,1.98426,749.4819946,84.9083023,47.9630013,19.1389008,235.7920074,153.5240021,228.6529999,173.0559998,582.1879883
264,Cell_00501,37.7666016,17.9500008,8.71667,47.7832985,355.8670044,27.75,9.4833298,18.2667007,14.25,22.1000004,22.25,13.6499996,511.5,90.5,2.5,71.2667007,250.0330048,19.0667,24.1000004,237.3829956,0
265,Cell_00506,36.8354988,17.7821007,12.2384996,40.7999992,642.9489746,34.8050995,4.7769198,30.0282001,11.0614996,27.0487003,26.1692009,10.5614996,365.6489868,51.3307991,3.35128,53.2896996,142.8280029,23.1846008,24.4204998,137.9049988,688.2399902
266,Cell_00508,46.6805,10.8093004,8.8463001,33.3518982,654.5059814,26.5564995,0.0351852,26.5212994,12.0907001,11.7897997,19.125,3.2796299,1153.869995,119.3600006,77.2388992,13.4167004,333.4649963,242.4420013,283.8080139,287.118988,803.8259888
267,Cell_00511,43.1805,14.0230999,10.0230999,43.3194008,485.3770142,27.5407009,4.3944402,23.1462994,8.4879599,20.6777992,20.4592991,8.6527796,1334.859985,193.6569977,32.3815002,49.2342987,537.6749878,118.8720016,140.8999939,523.0739746,501.9440002
268,Cell_00515,79.3141022,-0.718182,1.83636,11.1514997,490.42099,6.7363601,-8.5242395,15.2606001,1.52121,0.0060606,5.45152,-6.46667,651.1519775,88.7545013,27.1636009,39.5363998,234.0180054,88.4332962,166.5359955,155.8090057,142.4819946
269,Cell_00518,58.3647003,9.5925903,6.4222202,23.4666996,771.6630249,24.9629993,-2.5666699,27.5296001,11.7962999,2.3296299,19.4370003,0.822222,634.8740234,77.1184998,29.5555992,30.9629993,216.1779938,97.8518982,185.9299927,121.9700012,22.5312004
270,Cell_00519,59.8512993,9.1666698,5.0166702,19.5499992,732.9500122,23.4832993,-2.25,25.7332993,10.0832996,7.0666699,18.7833004,1,674.9169922,80.7332993,35.5999985,28.4666996,227.75,114.8669968,174.8329926,134.5670013,16.2856998
271,Cell_00520,51.1805,11.9389,8.3203697,30.6851997,709.5289917,27.5352001,0.358333,27.1769009,20.7175999,6.5138898,20.8222008,3.46296,678.1240234,84.1194,39.25,23.2092991,215.1549988,131.9570007,209.7819977,148.4750061,210.4649963
272,Cell_00522,36.2505989,19.5111008,5.6111102,26.0555992,603.8330078,31.5555992,9.9777803,21.5778008,14.2222004,28.0111008,27.1777992,12.6999998,514.9329834,96.6667023,3.1666701,84.3778,272.3890076,11.1000004,13.9333,218.0559998,219.375
273,Cell_00523,50.3633003,12.4380999,6.3190498,35.2476006,427.9379883,22.8143005,4.8381,17.9762001,8.39048,16.1762009,18.0286007,7.77143,1031.719971,142.2810059,41.8666992,38.585701,390.8049927,150.3899994,177.3139954,362.1759949,76.2069016
274,Cell_00527,40.6805,12.3870001,10.6898003,34.2314987,740.4849854,29.8519001,-1.35185,31.2036991,7.51759,22.6536999,21.8111,3.9777801,760.7089844,98.270401,35.790699,31.0944004,264.1650085,114.8339996,114.8570023,208.1869965,1076.199951
275,Cell_00528,68.1804962,2.4851899,8.2388897,23.6259003,949,21.3064995,-13.5639,34.8703995,16.5758991,-5.0212998,14.8592997,-8.4120398,534.2869873,83.4777985,26.2203999,41.046299,213.1289978,82.023201,213.1340027,89.0435028,324.8609924
276,Cell_00529,56.1805,10.0009003,7.2777801,30.6879997,592.9089966,22.7730999,-1.00833,23.7814999,7.3194499,8.4166698,17.4361,3.22315,767.9459839,85.680603,45.6528015,21.0167007,243.2400055,148.6629944,175.6880035,199.7109985,69.6875
277,Cell_00532,59.1805,9.1861095,7.5972199,28.0130005,695.8909912,24.5657005,-2.56481,27.1306,10.1731005,3.3398099,18.1758995,1.14074,721.3610229,81.2574005,40.5980988,21.4426003,228.4049988,135.0679932,189.697998,157.4609985,72.9167023
278,Cell_00535,59.6805,8.12778,7.7861099,28.1713009,718.2139893,24.0657005,-3.6259301,27.6917,12.8277998,1.72778,17.4962997,-0.037037,810.1069946,85.729599,43.9888992,20.5916996,240.3950043,149.1790009,236.6060028,175.0140076,217.4309998
279,Cell_00536,48.1805,13.1231003,10.0249996,32.421299,812.7080078,31.0463009,0.0490741,30.9972,21.9379997,4.1370401,23.1972008,3.2203701,546.2249756,75.5602036,27.0333004,34.1693993,203.4369965,86.427803,193.8430023,93.4545975,147.798996
280,Cell_00540,52.1805,10.2741003,8.7101898,29.0342999,818.0349731,26.9407005,-3.1296301,30.0704002,19.9426003,0.156482,20.3703995,0.488889,623.6660156,83.180603,34.4740982,29.8971996,225.5859985,110.6709976,220.3379974,119.8519974,133.1809998
281,Cell_00542,47.6805,13.5342999,10.3240995,33.4323997,798.9260254,31.2712994,0.346296,30.9249992,20.7749996,9.1842604,23.4111004,3.71667,630.3590088,77.0454025,35.9286995,25.9055996,214.7799988,119.1230011,195.6900024,140.595993,128.173996
282,Cell_00543,49.1805,10.6536999,9.5185204,31.9815006,756.5809937,27.2898006,-2.51296,29.8027992,18.3129997,1.4601901,19.9750004,1.45093,790.0709839,114.0319977,34.6721992,41.6666985,322.5880127,121.5559998,294.6010132,126.8759995,356.0899963
283,Cell_00544,59.6842003,8.6666698,8.1127501,28.6284008,744.8699951,25.0685997,-3.34902,28.4176006,19.1823997,1.10882,18.3519993,0.152941,676.6890259,77.1304016,33.9667015,23.1499996,211.6470032,121.2519989,211.3990021,141.3999939,79.3146973
284,Cell_00545,49.6805,10.7389002,8.46667,30.7119999,708.4910278,27.1980991,-0.419444,27.6175995,17.8647995,2.5194399,19.6453991,2.3944399,556.1810303,80.4832993,25.2870007,42.4407005,226.1869965,81.9000015,215.6439972,82.6055984,482.8959961
285,Cell_00546,52.1805,11.9343004,8.0379601,36.573101,512.9390259,25.0795994,3.0555601,22.0240993,7.2463002,15.2629995,18.6194,6.2685199,592.6939697,63.3684998,38.2843018,16.1212997,179.6699982,128.5059967,132.3439941,157.529007,60.1875
286,Cell_00547,60.1805,7.1231499,8.6490698,28.8167,762.0599976,24.1138992,-5.94907,30.0629997,12.7814999,1.05556,16.8906994,-1.8268501,868.7719727,92.8833008,46.9546013,20.0443993,257.3139954,159.0200043,253.052002,186.177002,291.6669922
287,Cell_00548,47.6805,12.2258997,9.8305597,28.6147995,943.0440063,31.6823997,-2.70648,34.3889008,22.2166996,10.4602003,24.0130005,1.03333,459.118988,58.9777985,25.8509007,24.9269009,156.0720062,90.1119995,141.9689941,106.8300018,89.4653015
288,Cell_00549,52.6805,11.4306002,8.1842604,37.081501,508.7569885,24.6730995,2.5490699,22.1240997,6.1731501,14.6657,18.0536995,5.84444,645.1829834,68.5417023,44.1380005,13.0166998,189.5670013,143.4360046,148.3339996,179.4579926,102.0490036
289,Cell_00550,55.6805,9.61759,7.9953699,28.0156994,777.7930298,25.9148006,-2.7546301,28.6693993,20.2546005,-0.125,19.3999996,0.493519,648.7559814,74.0111008,31.6907005,25.3472004,213.8040009,109.5680008,213.826004,123.9550018,94.5346985
290,Cell_00551,50.1805,10.7130003,7.9166698,31.6462994,634.0380249,25.7324009,0.617593,25.1147995,3.8713,19.8204002,18.8213005,3.4722199,976.5040283,107.7990036,56.7277985,17.9657001,301.6430054,195.6790009,197.6849976,282.6759949,469.6940002
291,Cell_00552,45.1805,14.3573999,10.2037001,30.1823997,898.28302,33.1647987,-0.652778,33.8176003,21.7250004,3.5481501,25.5592995,3.4786999,453.8580017,60.2888985,23.1917,28.1009007,155.1779938,80.75,142.7389984,82.1278,9.6666698
292,Cell_00553,54.1591988,11.2059002,6.8784299,29.802,606.6079712,24.7332993,1.58627,23.1471004,5.80196,6.2941198,18.9451008,4.3411798,682.9349976,70.7098007,42.4842987,14.1058998,198.5370026,144.7689972,175.4940033,177.4490051,25.3918991
293,Cell_00555,45.1805,10.6870003,9.7694397,32.5213013,765.0679932,27.9962997,-1.94259,29.9389,15.9619999,2.0398099,20.3889008,1.67963,796.8439941,106.9369965,41.0833015,31.0268002,290.7109985,139.2980042,251.1060028,147.6100006,878.5830078
294,Cell_00557,44.1805,15.2657003,10.8980999,39.0037003,628.7050171,31.7693996,3.8259301,27.9435005,10.3528004,24.5722008,23.3332996,8.1814804,799.710022,82.2509003,43.1231003,19.7963009,231.9980011,141.9140015,144.7859955,225.7949982,142.9100037
295,Cell_00558,44.1805,14.3722,12.0286999,33.546299,909.0549927,34.2769012,-1.61481,35.8917007,23.2472,3.4240699,25.5769005,3.19259,534.3530273,67.3508987,30.5,28.9046001,190.8659973,96.9343033,170.7649994,98.9324036,94.1389008
296,Cell_00559,68.1804962,2.60185,7.1879601,21.6676006,912.1069946,20.9545994,-12.2351999,33.1898003,16.4694004,-4.5749998,14.6343002,-7.7203698,542.4699707,72.7583008,28.4843006,34.392601,202.5599976,89.1417007,202.4100037,95.1231003,299.2009888
297,Cell_00560,55.6615982,11.25,5.0166702,24.7166996,579.7750244,22.5750008,2.26667,20.3083,9.4750004,12.3416996,18.3999996,4.5666699,821.1669922,103.625,42.0083008,32.0667,297.4419861,139.5500031,172,206.3919983,7.4545498
298,Cell_00562,78.9028015,0.233333,1.3,7,484.6830139,7.4000001,-7.3000002,14.6999998,2.9000001,0.983333,6.2666702,-5.53333,683.6329956,105.6669998,30.7166996,41.4832993,252.2169952,97.4832993,183.1000061,136.1000061,36.625
299,Cell_00563,45.6805,9.3287001,8.8500004,31.0175991,746.9780273,25.1056004,-3.4472201,28.5527992,17.1065006,0.981482,18.8306007,0.628704,601.4630127,93.2926025,25.6749992,45.7999992,249.5919952,86.9582977,233.5299988,88.6934967,1012.979981
300,Cell_00565,36.1903,20.7000008,7.125,31.1982994,604.6669922,33.1733017,10.3483,22.8250008,13.2299995,28.7849998,28.2766991,13.8466997,698.2620239,144.3670044,1.245,92.5599976,399.5549927,8.7849998,10.3999996,362.7820129,200.0749969
301,Cell_00567,60.1805,5.7898102,8.1157398,27.1287003,772.8839722,22.7119999,-7.21944,29.9314995,10.0963001,-0.200926,15.7185001,-3.2111101,827.1560059,95.4805984,41.1231003,25.4880009,263.5759888,144.102005,246.923996,154.5410004,567.6110229
302,Cell_00569,60.7787018,8.0238104,6.5892901,21.7679005,848.1040039,25.0154991,-5.3035698,30.3190002,9.4047604,5.96071,19.0820999,-1.67024,705.1810303,83.3262024,36.7952003,28.4023991,233.5769958,119.4499969,201.3730011,149.8939972,40.7130013
303,Cell_00571,40.2117996,16.2332993,6.5999999,26.5667,695.2670288,29.8332996,4.9333301,24.8999996,9.1666698,25.8666992,25.2000008,8.2666702,524.2000122,75.8666992,13.5333004,47.4667015,211.3329926,54.4333,63.0667,195.8999939,457.8179932
304,Cell_00573,46.1805,12.7953997,10.3073997,37.6917,629.9940186,29.1406994,1.78241,27.3582993,15.9861002,9.1268501,20.8917007,5.7231498,688.0430298,81.9056015,42.5536995,20.1842995,205.8009949,138.375,181.9940033,148.0310059,480.2640076
305,Cell_00574,79.6667023,-1.80972,2.9569399,17.7903004,490.2919922,6.02917,-10.4069004,16.4361,-4.9333301,-0.893056,4.4513898,-7.3861098,440.0920105,52.1458015,18.7999992,30.7777996,149.0540009,63.1055984,109.5849991,115.5289993,285.8819885
306,Cell_00576,41.1805,13.6129999,12.3795996,35.459301,826.3040161,33.3139,-1.59259,34.9065018,8.7796297,23.4601994,24.0426006,3.7305601,535.3510132,64.1556015,29.0184994,23.3582993,168.4210052,97.6147995,104.9940033,131.6320038,795.8889771
307,Cell_00578,47.6805,13.4240999,10.1917,32.8045998,822.6140137,31.5730991,0.47963,31.0935001,21.5564995,4.2203698,23.7166996,3.5537,519.6060181,65.9499969,26.1434994,30.1870003,183.2030029,82.6796036,164.996994,90.7685013,177.7429962
308,Cell_00579,48.1805,11.7351999,9.6574097,28.4722004,939.4489746,30.7814999,-3.1546299,33.9361,21.7796001,9.5268497,23.4008999,0.525926,497.3240051,65.7713013,27.0417004,26.6056004,172.125,96.7221985,161.5809937,112.9229965,138.5970001
309,Cell_00580,36.8536987,19.4381008,8.3285704,34.5810013,581.4899902,32.914299,8.80476,24.1095009,16.4286003,26.9666996,26.9333,13,426.2709961,75.1047974,1.81429,74.4618988,209.5189972,13.6857004,39.3333015,141.1900024,212.9519958
310,Cell_00581,78.6804962,-2.8425901,3.3499999,19.6676006,466.0490112,4.9963002,-11.7934999,16.7898006,-6.3287001,-0.747222,2.9601901,-8.3407402,490.7000122,61.8796005,19.6471996,35.237999,177.2259979,67.1556015,108.3899994,134.2319946,809.4240112
311,Cell_00585,47.1805,12.6426001,8.9194403,27.0230999,916.6450195,30.9064999,-2.0999999,33.0065002,22.2684994,12.3111,24.0564995,1.66389,488.1210022,59.9639015,24.5286999,25.5277996,167.072998,97.2221985,156.2059937,114.322998,98.1457977
312,Cell_00588,49.6805,10.6647997,8.6916704,28.8241005,827.1699829,27.9139004,-2.3,30.2138996,19.4435005,0.731481,20.7675991,0.662963,651.09198,93.6990967,32.4258995,37.8815002,256.1029968,109.4649963,242.8029938,122.0709991,304.9930115
313,Cell_00593,53.2633018,9.61759,8.4648104,26.9398003,882.414978,26.9444008,-4.5250001,31.4694004,20.5499992,-1.3657399,20.4694004,-1,637.1129761,85.3156967,33.3269005,29.5536995,223.9349976,108.512001,223.5399933,117.6259995,154.6459961
314,Cell_00594,53.6805,10.7693996,7.6796298,28.6620007,734.6630249,26.0009003,-0.847222,26.8481998,19.7287006,5.37222,19.8897991,1.96296,661.1950073,76.9250031,34.2156982,22.7556,212.5370026,120.9100037,211.9400024,142.4149933,139.6809998
315,Cell_00595,53.5078011,11.5166998,5.8555598,27.7222004,561.7559814,23.5,2.3333299,21.1667004,8.8999996,7.0222201,18.4610996,4.9499998,757.7280273,85.7332993,44.7056007,19.3111,235.8110046,148.0939941,189.8220062,191.9060059,-1.3
316,Cell_00596,46.6805,12.6879997,9.6842604,30.1879997,851.7470093,30.6889,-1.40741,32.0962982,21.6611004,2.57037,23.3379993,2.4277799,548.3339844,83.0906982,24.8759003,39.8073997,215.8320007,86.2092972,194.6670074,89.6352005,243.951004
317,Cell_00597,80.2126007,1.08333,1.4,12.2166996,362.0169983,6.4833298,-5.3666701,11.8500004,4.46667,-1.48333,5.5500002,-3.3833301,587.9329834,88.6667023,24.9167004,40.9333,214.9499969,82.5167007,167.9329987,106.8170013,108
318,Cell_00598,45.1805,13.1360998,10.7481003,33.2657013,833.2349854,30.7740993,-1.5379601,32.3120003,21.9314995,3.26296,23.5342999,3.13796,543.6500244,78.9712982,23.8630009,40.5778008,214.8580017,80.8852005,196.826004,82.430603,305.0069885
319,Cell_00600,42.6805,13.0101995,11.2361002,34.1343002,803.3610229,31.75,-1.20463,32.9546013,12.3943996,17.9536991,23.1222,3.22315,709.3259888,78.4352036,42.4869995,18.4629993,207.2200012,141.5110016,157.9550018,170.6970062,651.9099731
320,Cell_00601,50.6805,11.3656998,8.2148199,30.6823997,705.0579834,27.0713005,0.209259,26.8619995,19.2369995,3.22593,20.2157001,3.0314801,647.6939697,84.2574005,31.2824001,34.4620018,243.223999,101.5810013,237.8959961,109.5800018,238.9929962
321,Cell_00602,78.6804962,-1.70833,3.45556,20.2110996,471.1789856,6.125,-10.6499996,16.7749996,-5.5250001,0.417593,4.1509299,-7.2444401,419.2070007,52.7249985,16.4619999,35.299099,151.3139954,56.2139015,92.7843018,120.4000015,546.3120117
322,Cell_00603,80.1138,-2.26667,1.75,10.0221996,509.6830139,5.12222,-10.4222002,15.5444002,0.388889,-3.38889,4.0222201,-8.2888899,611.6500244,93.1278,26.1667004,41.4832993,224.7220001,85.8833008,170.0890045,142.7720032,155.5709991
323,Cell_00604,44.1805,13.5286999,10.8656998,36.7583008,690.4099731,30.8185005,1.27593,29.5426006,8.6972198,23.6102009,22.4731007,5.82407,850.2630005,101.2330017,36.6361008,24.2343006,274.3439941,151.3249969,154.473999,227.2169952,810.6040039
324,Cell_00606,61.1805,3.2037001,7.3361101,25.9610996,740.4260254,19.0944004,-9.1907396,28.2852001,13.9934998,-3.4231501,12.8120003,-5.1268501,766.5310059,92.7713013,35.2851982,31.8843002,263.9989929,117.0979996,264.0910034,134.4579926,950.6040039
325,Cell_00609,51.1805,10.6454,9.04352,31.0286999,771.867981,27.2684994,-1.9463,29.2147999,19.6037006,1.21574,20.2380009,1.37407,594.367981,77.6055984,30.5305996,32.9684982,220.8910065,97.0361023,210.4629974,103.3339996,183.7149963
326,Cell_00610,55.1805,9.4166698,8.1287003,28.1555996,789.1229858,25.5620003,-3.4046299,28.9666996,19.8796005,-0.47037,19.1685009,0.0027777,652.1829834,74.6435013,31.3582993,25.7611008,216.1869965,110.2890015,216.0440063,123.8970032,117.2919998
327,Cell_00614,41.6805,14.1278,13.2389002,39.987999,726.632019,33.982399,0.890741,33.0917015,6.6388898,24.7166996,23.5471992,5.9481502,385.8429871,44.8204002,12.5380001,33.0222015,124.435997,49.987999,51.3731003,115.2070007,882.3400269
328,Cell_00615,79.1804962,-3.2953701,3.78426,21.0685005,520.4210205,5.2129598,-12.5258999,17.7388992,-6.1203699,-1.2777801,3.0935199,-9.2888899,682.4329834,73.6055984,30.3528004,26.7019005,209.5809937,104.1029968,157.3220062,188.7250061,725.3540039
329,Cell_00616,51.1805,10.2972002,8.5259304,26.3759003,920.5390015,28.2556,-4.1435199,32.3991013,21.2241001,-1.05463,21.5463009,-0.743519,624.565979,77.9241028,37.0898018,23.1259003,205.4799957,122.0100021,203.7859955,134.1269989,138.576004
330,Cell_00617,64.6804962,4.8990698,7.7222199,25.1926003,835.4420166,22.1147995,-8.5657396,30.6805992,17.1369991,-1.77222,15.7685003,-4.6342602,644.7009888,96.217598,30.9398003,35.2741013,241.1390076,100.7480011,241.1779938,119.788002,305.6879883
331,Cell_00618,49.6805,10.7897997,8.73981,26.1870003,948.177002,29.2332993,-4.17593,33.4093018,21.1574001,3.24352,22.3351994,-0.785185,567.3569946,65.1832962,33.7657013,19.5795994,181.2330017,117.6559982,166.7039948,136.2660065,128.4309998
332,Cell_00619,57.7118988,9.7238102,4.60952,33.4476013,350.5809937,17.3476009,3.4857099,13.8619003,7.5523801,11.0237999,14.2666998,5.88095,1514.569946,187.4859924,68.1094971,33.5951996,531.3140259,227.723999,338.7099915,443.2900085,51.9230995
333,Cell_00621,36.7440987,18.9472008,7.4499998,30.2056007,647.9060059,32.7332993,8.1861095,24.5471992,12.9666996,28.0639,27.2250004,11.7110996,541.1060181,98.9777985,5.6027799,78.2556,273.7919922,19.2082996,19.1417007,230.8170013,264.2030029
334,Cell_00622,51.1805,11.5444002,8.7990704,32.5889015,695.2999878,27.4638996,0.364815,27.0991001,20.3602009,3.63148,20.3286991,3.45926,578.28302,78.523201,27.1333008,35.5806007,219.3829956,89.6704025,219.2330017,97.7240982,159.1390076
335,Cell_00625,53.1805,9.5731497,7.9713001,25.6147995,869.7990112,26.7194004,-4.4416699,31.1611004,20.9333,-1.51759,20.2935009,-1.03241,634.5960083,85.2796021,35.0980988,28.9314995,224.5769958,112.7809982,224.3959961,121.7839966,149.5690002
336,Cell_00626,67.1804962,1.94537,9.5203695,25.9852009,973.8200073,21.2805996,-15.3684998,36.6491013,15.9259005,-5.5324101,14.3343,-9.6203699,613.3640137,103.4570007,29.7472,41.7221985,245.3849945,95.0639038,245.371994,107.1689987,497.1109924
337,Cell_00629,63.6805,5.2953701,7.2962999,26.2073994,732.052002,21.0065002,-6.8398099,27.8463001,15.7962999,-0.662037,14.8083,-3.06759,686.5,92.8852005,34.4073982,30.7129993,243.5119934,112.2249985,243.1000061,132.7089996,387.9790039
338,Cell_00630,49.1803017,12.7953997,7.4851899,34.3278008,525.572998,25.7406998,3.925,21.8157005,7.4555602,20.1306,19.6019001,6.8786998,705.8980103,82.1945038,37.801899,24.2056007,230.6779938,125.1159973,132.5279999,222.4060059,142.0690002
339,Cell_00632,50.1805,11.1823997,9.1046305,33.3963013,683.2719727,27.4389,0.0694444,27.3694,15.6167002,9.4499998,19.8815002,3.2240701,697.5360107,73.5296021,45.6573982,14.7889004,200.5500031,147.8240051,186.9680023,172.9089966,321.6940002
340,Cell_00633,53.1767998,11.5827999,6.6580601,37.967701,410.5899963,21.5097008,3.9505401,17.5590992,7.9247298,14.0902996,16.8687992,7.0225801,1202.73999,140.5679932,65.3774033,28.2677002,407.0010071,207.3320007,258.1889954,354.7600098,54.6693993
341,Cell_00636,66.1804962,4.6416702,8.2250004,23.9843006,936.0089722,23.4333,-10.8528004,34.2860985,16.0916996,-2.83426,16.8157005,-6.1509299,649.5540161,74.1352005,35.0898018,24.3565006,209.2640076,113.1330032,198.2709961,142.1929932,120.0970001
342,Cell_00638,64.1804962,4.7453699,7.9740701,26.7963009,770.6010132,21.4897995,-8.2814798,29.7712994,16.2315006,-1.48704,14.8221998,-4.0796299,700.8850098,95.8277969,34.854599,31.8472004,252.9450073,112.5920029,252.9100037,137.6390076,366.7990112
343,Cell_00641,64.8295975,5.9606099,4.3818202,29.1455002,406.3420105,15.0635996,-0.0575757,15.1211996,3.98788,6.9848499,11.6241999,2.17576,1396.050049,171.3269958,73.9757996,25.5394001,431.196991,238.3300018,278.7120056,401.993988,324.0429993
344,Cell_00643,51.6805,11.7972002,8.8277798,35.3036995,596.3969727,26.5907001,1.48704,25.1037006,12.4713001,8.8944397,19.4480991,4.96944,817.5430298,86.1620026,50.7139015,15.9083004,235.9049988,169.7180023,222.9029999,211.7819977,115.8889999
345,Cell_00644,39.0133018,19.2110996,9.6944399,38.2722015,575.7940063,33.3778,8.0111103,25.3666992,16.3666992,27.1889,26.7943993,12.9055996,426.4219971,70.9944,6.1722202,51.4333,178.7330017,37.5722008,65.3555984,129.8280029,113.8440018
346,Cell_00650,55.6805,9.4703703,7.8203702,39.2806015,451.1109924,21.1102009,1.14722,19.9629993,6.6370401,10.3129997,15.3065004,4.46944,916.2600098,98.9582977,54.4056015,19.8537006,283.4930115,175.4029999,203.1450043,259.269989,198.7570038
347,Cell_00652,35.4838982,19.5167007,6.75,31.0167007,578.9329834,31.3332996,9.5666704,21.7667007,12.3000002,27.4167004,26.7667007,12.8999996,566.2000122,111.6829987,1.55,86.25,298.7170105,7.3499999,7.2333298,276.3330078,226.1000061
348,Cell_00654,52.1805,11.8073997,8.1601896,30.5435009,703.6160278,27.3999996,0.599074,26.8008995,19.6592999,6.16574,20.6795998,3.57407,579.8980103,81.0500031,34.9082985,26.6056004,195.9230042,116.0510025,192.4960022,124.2429962,74.6667023
349,Cell_00655,56.6878014,9.6656599,7.9939399,31.1525002,659.8900146,24.7989998,-0.921212,25.7201996,12.6232004,4.2929301,18.3393993,2.3616199,595.6190186,62.5433998,36.8152008,16.4242001,173.4949951,117.3420029,162.1410065,143.1450043,81.9496002
350,Cell_00657,46.6805,13.9222002,11.2147999,34.448101,830.2630005,32.887001,0.305556,32.581501,22.1721992,4.69907,24.3101997,3.98333,518.5529785,63.6573982,29.6490993,25.0324001,172.4060059,91.910202,162.8049927,106.3259964,79.8332977
351,Cell_00658,59.6805,8.2657404,8.5111103,29.2703991,731.8690186,24.7008991,-4.4074101,29.1082993,7.9888902,2.8944399,17.6786995,-0.298148,826.5869751,91.6704025,46.9351997,20.4666996,253.4210052,155.7389984,226.9389954,179.8070068,168.2079926
352,Cell_00659,46.1805,8.5175896,9.0963001,34.8370018,633.447998,23.3852005,-2.7,26.0851994,12.5101995,1.35926,16.6851997,1.4416699,1135.430054,125.5690002,52.2999992,24.0324001,352.9909973,194.576004,322.118988,194.7359924,1359.73999
353,Cell_00660,52.1805,11.6879997,8.0249996,30.0536995,709.2299805,27.2630005,0.455556,26.8073997,19.8453999,3.6296301,20.6352005,3.4064801,571.2039795,72.3666992,31.5,25.8824005,194.0899963,105.3659973,192.4499969,116.927002,93.9167023
354,Cell_00661,49.6805,10.4934998,8.4351902,30.8861008,706.5469971,26.7926006,-0.580556,27.3731003,18.1009007,2.3564799,19.3519001,2.20278,577.4439697,89.0130005,26.4759007,42.6500015,235.5800018,85.3203964,227.8419952,88.0407028,490.1940002
355,Cell_00662,52.6805,11.9055996,8.7268496,33.4028015,661.7750244,27.5018997,1.33889,26.1630001,19.3139,9.1861095,20.2999992,4.2750001,561.2130127,56.8815002,36.9944,14.1926003,166.0590057,120.4660034,161.9629974,133.1999969,50.6596985
